都道府県市区町村コード,市区町村名,基準メッシュコード,備考
01571,胆振総合振興局豊浦町,64400512,
01571,胆振総合振興局豊浦町,64400513,
01571,胆振総合振興局豊浦町,64400514,
01571,胆振総合振興局豊浦町,64400515,
01571,胆振総合振興局豊浦町,64400516,
01571,胆振総合振興局豊浦町,64400517,
01571,胆振総合振興局豊浦町,64400518,
01571,胆振総合振興局豊浦町,64400519,
01571,胆振総合振興局豊浦町,64400520,
01571,胆振総合振興局豊浦町,64400521,
01571,胆振総合振興局豊浦町,64400522,
01571,胆振総合振興局豊浦町,64400523,
01571,胆振総合振興局豊浦町,64400524,
01571,胆振総合振興局豊浦町,64400525,
01571,胆振総合振興局豊浦町,64400526,
01571,胆振総合振興局豊浦町,64400527,
01571,胆振総合振興局豊浦町,64400528,
01571,胆振総合振興局豊浦町,64400529,
01571,胆振総合振興局豊浦町,64400530,
01571,胆振総合振興局豊浦町,64400531,
01571,胆振総合振興局豊浦町,64400532,
01571,胆振総合振興局豊浦町,64400533,
01571,胆振総合振興局豊浦町,64400534,
01571,胆振総合振興局豊浦町,64400535,
01571,胆振総合振興局豊浦町,64400536,
01571,胆振総合振興局豊浦町,64400537,
01571,胆振総合振興局豊浦町,64400538,
01571,胆振総合振興局豊浦町,64400539,
01571,胆振総合振興局豊浦町,64400540,
01571,胆振総合振興局豊浦町,64400541,
01571,胆振総合振興局豊浦町,64400542,
01571,胆振総合振興局豊浦町,64400543,
01571,胆振総合振興局豊浦町,64400544,
01571,胆振総合振興局豊浦町,64400545,
01571,胆振総合振興局豊浦町,64400546,
01571,胆振総合振興局豊浦町,64400547,
01571,胆振総合振興局豊浦町,64400548,
01571,胆振総合振興局豊浦町,64400549,
01571,胆振総合振興局豊浦町,64400550,
01571,胆振総合振興局豊浦町,64400551,
01571,胆振総合振興局豊浦町,64400552,
01571,胆振総合振興局豊浦町,64400553,
01571,胆振総合振興局豊浦町,64400554,
01571,胆振総合振興局豊浦町,64400555,
01571,胆振総合振興局豊浦町,64400556,
01571,胆振総合振興局豊浦町,64400557,
01571,胆振総合振興局豊浦町,64400558,
01571,胆振総合振興局豊浦町,64400559,
01571,胆振総合振興局豊浦町,64400565,
01571,胆振総合振興局豊浦町,64400566,
01571,胆振総合振興局豊浦町,64400567,
01571,胆振総合振興局豊浦町,64400568,
01571,胆振総合振興局豊浦町,64400600,
01571,胆振総合振興局豊浦町,64400610,
01571,胆振総合振興局豊浦町,64400620,
01571,胆振総合振興局豊浦町,64400630,
01571,胆振総合振興局豊浦町,64400631,
01571,胆振総合振興局豊浦町,64400640,
01571,胆振総合振興局豊浦町,64400650,
01575,胆振総合振興局壮瞥町,63406629,
01575,胆振総合振興局壮瞥町,63406637,
01575,胆振総合振興局壮瞥町,63406638,
01575,胆振総合振興局壮瞥町,63406639,
01575,胆振総合振興局壮瞥町,63406646,
01575,胆振総合振興局壮瞥町,63406647,
01575,胆振総合振興局壮瞥町,63406648,
01575,胆振総合振興局壮瞥町,63406649,
01575,胆振総合振興局壮瞥町,63406656,
01575,胆振総合振興局壮瞥町,63406657,
01575,胆振総合振興局壮瞥町,63406658,
01575,胆振総合振興局壮瞥町,63406659,
01575,胆振総合振興局壮瞥町,63406666,
01575,胆振総合振興局壮瞥町,63406667,
01575,胆振総合振興局壮瞥町,63406668,
01575,胆振総合振興局壮瞥町,63406669,
01575,胆振総合振興局壮瞥町,63406676,
01575,胆振総合振興局壮瞥町,63406677,
01575,胆振総合振興局壮瞥町,63406678,
01575,胆振総合振興局壮瞥町,63406679,
01575,胆振総合振興局壮瞥町,63406686,
01575,胆振総合振興局壮瞥町,63406687,
01575,胆振総合振興局壮瞥町,63406688,
01575,胆振総合振興局壮瞥町,63406689,
01575,胆振総合振興局壮瞥町,63406696,
01575,胆振総合振興局壮瞥町,63406697,
01575,胆振総合振興局壮瞥町,63406698,
01575,胆振総合振興局壮瞥町,63406699,
01575,胆振総合振興局壮瞥町,63406707,
01575,胆振総合振興局壮瞥町,63406708,
01575,胆振総合振興局壮瞥町,63406709,
01575,胆振総合振興局壮瞥町,63406717,
01575,胆振総合振興局壮瞥町,63406718,
01575,胆振総合振興局壮瞥町,63406719,
01575,胆振総合振興局壮瞥町,63406727,
01575,胆振総合振興局壮瞥町,63406728,
01575,胆振総合振興局壮瞥町,63406729,
01575,胆振総合振興局壮瞥町,63406736,
01575,胆振総合振興局壮瞥町,63406737,
01575,胆振総合振興局壮瞥町,63406738,
01575,胆振総合振興局壮瞥町,63406739,
01575,胆振総合振興局壮瞥町,63406740,
01575,胆振総合振興局壮瞥町,63406741,
01575,胆振総合振興局壮瞥町,63406742,
01575,胆振総合振興局壮瞥町,63406743,
01575,胆振総合振興局壮瞥町,63406744,
01575,胆振総合振興局壮瞥町,63406745,
01575,胆振総合振興局壮瞥町,63406746,
01575,胆振総合振興局壮瞥町,63406747,
01575,胆振総合振興局壮瞥町,63406748,
01575,胆振総合振興局壮瞥町,63406749,
01575,胆振総合振興局壮瞥町,63406750,
01575,胆振総合振興局壮瞥町,63406751,
01575,胆振総合振興局壮瞥町,63406752,
01575,胆振総合振興局壮瞥町,63406753,
01575,胆振総合振興局壮瞥町,63406754,
01575,胆振総合振興局壮瞥町,63406755,
01575,胆振総合振興局壮瞥町,63406756,
01575,胆振総合振興局壮瞥町,63406757,
01575,胆振総合振興局壮瞥町,63406758,
01575,胆振総合振興局壮瞥町,63406759,
01575,胆振総合振興局壮瞥町,63406760,
01575,胆振総合振興局壮瞥町,63406761,
01575,胆振総合振興局壮瞥町,63406762,
01575,胆振総合振興局壮瞥町,63406763,
01575,胆振総合振興局壮瞥町,63406764,
01575,胆振総合振興局壮瞥町,63406765,
01575,胆振総合振興局壮瞥町,63406766,
01575,胆振総合振興局壮瞥町,63406767,
01575,胆振総合振興局壮瞥町,63406768,
01575,胆振総合振興局壮瞥町,63406769,
01575,胆振総合振興局壮瞥町,63406770,
01575,胆振総合振興局壮瞥町,63406771,
01575,胆振総合振興局壮瞥町,63406772,
01575,胆振総合振興局壮瞥町,63406773,
01575,胆振総合振興局壮瞥町,63406774,
01575,胆振総合振興局壮瞥町,63406775,
01575,胆振総合振興局壮瞥町,63406776,
01575,胆振総合振興局壮瞥町,63406777,
01575,胆振総合振興局壮瞥町,63406778,
01575,胆振総合振興局壮瞥町,63406779,
01575,胆振総合振興局壮瞥町,63406780,
01575,胆振総合振興局壮瞥町,63406781,
01575,胆振総合振興局壮瞥町,63406782,
01575,胆振総合振興局壮瞥町,63406783,
01575,胆振総合振興局壮瞥町,63406784,
01575,胆振総合振興局壮瞥町,63406785,
01575,胆振総合振興局壮瞥町,63406786,
01575,胆振総合振興局壮瞥町,63406787,
01575,胆振総合振興局壮瞥町,63406788,
01575,胆振総合振興局壮瞥町,63406789,
01575,胆振総合振興局壮瞥町,63406790,
01575,胆振総合振興局壮瞥町,63406791,
01575,胆振総合振興局壮瞥町,63406792,
01575,胆振総合振興局壮瞥町,63406793,
01575,胆振総合振興局壮瞥町,63406794,
01575,胆振総合振興局壮瞥町,63406795,
01575,胆振総合振興局壮瞥町,63406796,
01575,胆振総合振興局壮瞥町,63406797,
01575,胆振総合振興局壮瞥町,63406798,
01575,胆振総合振興局壮瞥町,63406799,
01575,胆振総合振興局壮瞥町,63407606,
01575,胆振総合振興局壮瞥町,63407607,
01575,胆振総合振興局壮瞥町,63407608,
01575,胆振総合振興局壮瞥町,63407609,
01575,胆振総合振興局壮瞥町,63407617,
01575,胆振総合振興局壮瞥町,63407618,
01575,胆振総合振興局壮瞥町,63407619,
01575,胆振総合振興局壮瞥町,63407627,
01575,胆振総合振興局壮瞥町,63407628,
01575,胆振総合振興局壮瞥町,63407629,
01575,胆振総合振興局壮瞥町,63407638,
01575,胆振総合振興局壮瞥町,63407639,
01575,胆振総合振興局壮瞥町,63407700,
01575,胆振総合振興局壮瞥町,63407701,
01575,胆振総合振興局壮瞥町,63407702,
01575,胆振総合振興局壮瞥町,63407703,
01575,胆振総合振興局壮瞥町,63407704,
01575,胆振総合振興局壮瞥町,63407705,
01575,胆振総合振興局壮瞥町,63407706,
01575,胆振総合振興局壮瞥町,63407707,
01575,胆振総合振興局壮瞥町,63407708,
01575,胆振総合振興局壮瞥町,63407709,
01575,胆振総合振興局壮瞥町,63407710,
01575,胆振総合振興局壮瞥町,63407711,
01575,胆振総合振興局壮瞥町,63407712,
01575,胆振総合振興局壮瞥町,63407713,
01575,胆振総合振興局壮瞥町,63407714,
01575,胆振総合振興局壮瞥町,63407715,
01575,胆振総合振興局壮瞥町,63407716,
01575,胆振総合振興局壮瞥町,63407717,
01575,胆振総合振興局壮瞥町,63407718,
01575,胆振総合振興局壮瞥町,63407719,
01575,胆振総合振興局壮瞥町,63407720,
01575,胆振総合振興局壮瞥町,63407721,
01575,胆振総合振興局壮瞥町,63407722,
01575,胆振総合振興局壮瞥町,63407723,
01575,胆振総合振興局壮瞥町,63407724,
01575,胆振総合振興局壮瞥町,63407725,
01575,胆振総合振興局壮瞥町,63407726,
01575,胆振総合振興局壮瞥町,63407727,
01575,胆振総合振興局壮瞥町,63407728,
01575,胆振総合振興局壮瞥町,63407729,
01575,胆振総合振興局壮瞥町,63407730,
01575,胆振総合振興局壮瞥町,63407731,
01575,胆振総合振興局壮瞥町,63407732,
01575,胆振総合振興局壮瞥町,63407733,
01575,胆振総合振興局壮瞥町,63407734,
01575,胆振総合振興局壮瞥町,63407735,
01575,胆振総合振興局壮瞥町,63407736,
01575,胆振総合振興局壮瞥町,63407737,
01575,胆振総合振興局壮瞥町,63407738,
01575,胆振総合振興局壮瞥町,63407739,
01575,胆振総合振興局壮瞥町,63407740,
01575,胆振総合振興局壮瞥町,63407741,
01575,胆振総合振興局壮瞥町,63407742,
01575,胆振総合振興局壮瞥町,63407743,
01575,胆振総合振興局壮瞥町,63407744,
01575,胆振総合振興局壮瞥町,63407745,
01575,胆振総合振興局壮瞥町,63407746,
01575,胆振総合振興局壮瞥町,63407747,
01575,胆振総合振興局壮瞥町,63407748,
01575,胆振総合振興局壮瞥町,63407749,
01575,胆振総合振興局壮瞥町,63407752,
01575,胆振総合振興局壮瞥町,63407753,
01575,胆振総合振興局壮瞥町,63407754,
01575,胆振総合振興局壮瞥町,63407755,
01575,胆振総合振興局壮瞥町,63407756,
01575,胆振総合振興局壮瞥町,63407757,
01575,胆振総合振興局壮瞥町,63407758,
01575,胆振総合振興局壮瞥町,63407759,
01575,胆振総合振興局壮瞥町,63407762,
01575,胆振総合振興局壮瞥町,63407763,
01575,胆振総合振興局壮瞥町,63407764,
01575,胆振総合振興局壮瞥町,63407765,
01575,胆振総合振興局壮瞥町,63407766,
01575,胆振総合振興局壮瞥町,63407767,
01575,胆振総合振興局壮瞥町,63407768,
01575,胆振総合振興局壮瞥町,63407773,
01575,胆振総合振興局壮瞥町,63407774,
01575,胆振総合振興局壮瞥町,63407775,
01575,胆振総合振興局壮瞥町,63407776,
01575,胆振総合振興局壮瞥町,63407777,
01575,胆振総合振興局壮瞥町,63416010,
01575,胆振総合振興局壮瞥町,63416011,
01575,胆振総合振興局壮瞥町,63416012,
01575,胆振総合振興局壮瞥町,63416020,
01575,胆振総合振興局壮瞥町,63416021,
01575,胆振総合振興局壮瞥町,63416022,
01575,胆振総合振興局壮瞥町,63416023,
01575,胆振総合振興局壮瞥町,63416030,
01575,胆振総合振興局壮瞥町,63416031,
01575,胆振総合振興局壮瞥町,63416032,
01575,胆振総合振興局壮瞥町,63416033,
01575,胆振総合振興局壮瞥町,63416034,
01575,胆振総合振興局壮瞥町,63416035,
01575,胆振総合振興局壮瞥町,63416040,
01575,胆振総合振興局壮瞥町,63416041,
01575,胆振総合振興局壮瞥町,63416042,
01575,胆振総合振興局壮瞥町,63416043,
01575,胆振総合振興局壮瞥町,63416044,
01575,胆振総合振興局壮瞥町,63416045,
01575,胆振総合振興局壮瞥町,63416050,
01575,胆振総合振興局壮瞥町,63416051,
01575,胆振総合振興局壮瞥町,63416052,
01575,胆振総合振興局壮瞥町,63416053,
01575,胆振総合振興局壮瞥町,63416054,
01575,胆振総合振興局壮瞥町,63416055,
01575,胆振総合振興局壮瞥町,63416060,
01575,胆振総合振興局壮瞥町,63416061,
01575,胆振総合振興局壮瞥町,63416062,
01575,胆振総合振興局壮瞥町,63416063,
01575,胆振総合振興局壮瞥町,63416064,
01575,胆振総合振興局壮瞥町,63416065,
01575,胆振総合振興局壮瞥町,63416066,
01575,胆振総合振興局壮瞥町,63416070,
01575,胆振総合振興局壮瞥町,63416071,
01575,胆振総合振興局壮瞥町,63416072,
01575,胆振総合振興局壮瞥町,63416073,
01575,胆振総合振興局壮瞥町,63416074,
01575,胆振総合振興局壮瞥町,63416075,
01575,胆振総合振興局壮瞥町,63416076,
01575,胆振総合振興局壮瞥町,63416077,
01575,胆振総合振興局壮瞥町,63416080,
01575,胆振総合振興局壮瞥町,63416081,
01575,胆振総合振興局壮瞥町,63416082,
01575,胆振総合振興局壮瞥町,63416083,
01575,胆振総合振興局壮瞥町,63416084,
01575,胆振総合振興局壮瞥町,63416085,
01575,胆振総合振興局壮瞥町,63416086,
01575,胆振総合振興局壮瞥町,63416090,
01575,胆振総合振興局壮瞥町,63416091,
01575,胆振総合振興局壮瞥町,63416092,
01575,胆振総合振興局壮瞥町,63416093,
01575,胆振総合振興局壮瞥町,63416094,
01575,胆振総合振興局壮瞥町,63416095,
01575,胆振総合振興局壮瞥町,63416096,
01575,胆振総合振興局壮瞥町,63417000,
01575,胆振総合振興局壮瞥町,63417001,
01575,胆振総合振興局壮瞥町,63417002,
01575,胆振総合振興局壮瞥町,63417003,
01575,胆振総合振興局壮瞥町,63417004,
01575,胆振総合振興局壮瞥町,63417005,
01575,胆振総合振興局壮瞥町,63417010,
01575,胆振総合振興局壮瞥町,63417011,
01575,胆振総合振興局壮瞥町,63417012,
01575,胆振総合振興局壮瞥町,63417013,
01575,胆振総合振興局壮瞥町,63417014,
01575,胆振総合振興局壮瞥町,63417015,
01575,胆振総合振興局壮瞥町,63417020,
01575,胆振総合振興局壮瞥町,63417021,
01575,胆振総合振興局壮瞥町,63417022,
01575,胆振総合振興局壮瞥町,63417030,
01575,胆振総合振興局壮瞥町,63417031,
01575,胆振総合振興局壮瞥町,63417040,
01575,胆振総合振興局壮瞥町,63417041,
01578,胆振総合振興局白老町,63415144,
01578,胆振総合振興局白老町,63415145,
01578,胆振総合振興局白老町,63415146,
01578,胆振総合振興局白老町,63415147,
01578,胆振総合振興局白老町,63415154,
01578,胆振総合振興局白老町,63415155,
01578,胆振総合振興局白老町,63415156,
01578,胆振総合振興局白老町,63415157,
01578,胆振総合振興局白老町,63415158,
01578,胆振総合振興局白老町,63415163,
01578,胆振総合振興局白老町,63415164,
01578,胆振総合振興局白老町,63415165,
01578,胆振総合振興局白老町,63415166,
01578,胆振総合振興局白老町,63415167,
01578,胆振総合振興局白老町,63415168,
01578,胆振総合振興局白老町,63415169,
01578,胆振総合振興局白老町,63415173,
01578,胆振総合振興局白老町,63415174,
01578,胆振総合振興局白老町,63415175,
01578,胆振総合振興局白老町,63415176,
01578,胆振総合振興局白老町,63415177,
01578,胆振総合振興局白老町,63415178,
01578,胆振総合振興局白老町,63415179,
01578,胆振総合振興局白老町,63415183,
01578,胆振総合振興局白老町,63415184,
01578,胆振総合振興局白老町,63415185,
01578,胆振総合振興局白老町,63415186,
01578,胆振総合振興局白老町,63415187,
01578,胆振総合振興局白老町,63415188,
01578,胆振総合振興局白老町,63415189,
01578,胆振総合振興局白老町,63415192,
01578,胆振総合振興局白老町,63415193,
01578,胆振総合振興局白老町,63415194,
01578,胆振総合振興局白老町,63415195,
01578,胆振総合振興局白老町,63415196,
01578,胆振総合振興局白老町,63415197,
01578,胆振総合振興局白老町,63415198,
01578,胆振総合振興局白老町,63415199,
01578,胆振総合振興局白老町,63415270,
01578,胆振総合振興局白老町,63415280,
01578,胆振総合振興局白老町,63415281,
01578,胆振総合振興局白老町,63415290,
01578,胆振総合振興局白老町,63415291,
01578,胆振総合振興局白老町,63415292,
01578,胆振総合振興局白老町,63416029,
01578,胆振総合振興局白老町,63416039,
01578,胆振総合振興局白老町,63416049,
01578,胆振総合振興局白老町,63416058,
01578,胆振総合振興局白老町,63416059,
01578,胆振総合振興局白老町,63416066,
01578,胆振総合振興局白老町,63416067,
01578,胆振総合振興局白老町,63416068,
01578,胆振総合振興局白老町,63416069,
01578,胆振総合振興局白老町,63416076,
01578,胆振総合振興局白老町,63416077,
01578,胆振総合振興局白老町,63416078,
01578,胆振総合振興局白老町,63416079,
01578,胆振総合振興局白老町,63416086,
01578,胆振総合振興局白老町,63416087,
01578,胆振総合振興局白老町,63416088,
01578,胆振総合振興局白老町,63416089,
01578,胆振総合振興局白老町,63416096,
01578,胆振総合振興局白老町,63416097,
01578,胆振総合振興局白老町,63416098,
01578,胆振総合振興局白老町,63416099,
01578,胆振総合振興局白老町,63416102,
01578,胆振総合振興局白老町,63416103,
01578,胆振総合振興局白老町,63416104,
01578,胆振総合振興局白老町,63416105,
01578,胆振総合振興局白老町,63416106,
01578,胆振総合振興局白老町,63416107,
01578,胆振総合振興局白老町,63416108,
01578,胆振総合振興局白老町,63416109,
